<name2> = <val6>	<name2> に <val6> を入れる
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の共通部分を求める
<name1> . intersection ( <name2> )	<name1> セットと <name2> セットの共通部分を計算する
<name4> . intersection ( <name6> )	<name4> 集合と <name6> 集合の共通部分を求める
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の共通部分を求める
<name5> . intersection ( <name4> )	セット <name5> とセット <name4> の共通部分を求める
<name1> . intersection ( <name2> )	セット <name1> とセット <name2> の共通部分を求める
<name3> . intersection ( <name4> )	集合 <name3> と集合 <name4> の積集合を計算する
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の積集合を計算する
<name1> . intersection ( <name2> )	セット <name1> とセット <name2> の積集合を計算する
<name6> . intersection ( <name2> )	<name6> 集合と <name2> 集合の積集合を求める
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の積集合を求める
<name4> . intersection ( <name1> )	<name4> セットと <name1> セットの積集合を算出する
<name1> . intersection ( <name2> )	<name1> セットと <name2> セットの積集合を算出する
<name2> . intersection ( <name6> )	<name2> と <name6> の共通部分をえる
<name1> . intersection ( <name2> )	<name1> と <name2> の共通部分をえる
<name4> . intersection ( <name1> )	<name4> 集合と <name1> 集合の共通部分を取得する
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の共通部分を取得する
<name4> . intersection ( <name6> )	<name4> セットと <name6> セットの積集合を抽出する
<name1> . intersection ( <name2> )	<name1> セットと <name2> セットの積集合を抽出する
<name6> . intersection ( <name1> )	セット <name6> とセット <name1> の共通部分を得る
<name1> . intersection ( <name2> )	セット <name1> とセット <name2> の共通部分を得る
<name5> . intersection ( <name4> )	<name5> セットと <name4> セットの共通部分を得る
<name1> . intersection ( <name2> )	<name1> セットと <name2> セットの共通部分を得る
<name3> . intersection ( <name2> )	集合 <name3> と集合 <name2> の積集合を抽出する
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の積集合を抽出する
<name6> . intersection ( <name4> )	集合 <name6> と集合 <name4> の共通部分を得る
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の共通部分を得る
<name6> . intersection ( <name2> )	<name6> と <name2> の積集合を得る
<name1> . intersection ( <name2> )	<name1> と <name2> の積集合を得る
<name6> . intersection ( <name5> )	<name6> 集合と <name5> 集合の積集合をえる
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の積集合をえる
<name5> . intersection ( <name6> )	セット <name5> とセット <name6> の積集合を取得する
<name1> . intersection ( <name2> )	セット <name1> とセット <name2> の積集合を取得する
<name2> . intersection ( <name3> )	<name2> と <name3> の積集合
<name1> . intersection ( <name2> )	<name1> と <name2> の積集合
<name1> . intersection ( <name3> )	<name1> と <name3> の共通部分
<name1> . intersection ( <name2> )	<name1> と <name2> の共通部分
<name2> . intersection ( <name3> )	集合 <name2> と集合 <name3> の積集合
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の積集合
<name1> . intersection ( <name5> )	集合 <name1> と集合 <name5> の共通部分
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の共通部分
<name2> . intersection ( <name3> )	<name2> セットと <name3> 集合の共通部分
<name1> . intersection ( <name2> )	<name1> セットと <name2> 集合の共通部分
<name4> . intersection ( <name3> )	セット <name4> と集合 <name3> の共通部分
<name1> . intersection ( <name2> )	セット <name1> と集合 <name2> の共通部分
<name5> . intersection ( <name6> )	<name5> 集合と <name6> 集合の共通部分
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の共通部分
<name2> . intersection ( <name3> )	<name2> セットと <name3> 集合の積集合
<name1> . intersection ( <name2> )	<name1> セットと <name2> 集合の積集合
<name5> . intersection ( <name4> )	セット <name5> と集合 <name4> の積集合
<name1> . intersection ( <name2> )	セット <name1> と集合 <name2> の積集合
<name6> . intersection ( <name2> )	<name6> 集合と <name2> 集合の積集合
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の積集合
<name5> . intersection ( <name4> )	<name5> と <name4> の共通部分を求める
<name1> . intersection ( <name2> )	<name1> と <name2> の共通部分を求める
<name5> . intersection ( <name4> )	セット <name5> と集合 <name4> の共通部分を計算する
<name1> . intersection ( <name2> )	セット <name1> と集合 <name2> の共通部分を計算する
<name4> . intersection ( <name3> )	<name4> 集合と <name3> 集合の共通部分を算出する
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の共通部分を算出する
<name6> . intersection ( <name3> )	集合 <name6> と集合 <name3> の共通部分を計算する
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の共通部分を計算する
<name5> . intersection ( <name6> )	<name5> セットと <name6> 集合の積集合を計算する
<name1> . intersection ( <name2> )	<name1> セットと <name2> 集合の積集合を計算する
<name5> . intersection ( <name1> )	<name5> セットと <name1> 集合の共通部分を算出する
<name1> . intersection ( <name2> )	<name1> セットと <name2> 集合の共通部分を算出する
<name3> . intersection ( <name5> )	<name3> 集合と <name5> 集合の積集合を求める
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の積集合を求める
<name4> . intersection ( <name5> )	<name4> と <name5> の積集合を求める
<name1> . intersection ( <name2> )	<name1> と <name2> の積集合を求める
<name6> . intersection ( <name4> )	セット <name6> と集合 <name4> の積集合を計算する
<name1> . intersection ( <name2> )	セット <name1> と集合 <name2> の積集合を計算する
<name4> . intersection ( <name5> )	集合 <name4> と集合 <name5> の積集合を計算する
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の積集合を計算する
<name3> . intersection ( <name4> )	<name3> と <name4> の積集合を取得する
<name1> . intersection ( <name2> )	<name1> と <name2> の積集合を取得する
<name2> . intersection ( <name4> )	<name2> と <name4> の共通部分を取得する
<name1> . intersection ( <name2> )	<name1> と <name2> の共通部分を取得する
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の共通部分を得る
<name6> . intersection ( <name1> )	セット <name6> と集合 <name1> の共通部分を取得する
<name1> . intersection ( <name2> )	セット <name1> と集合 <name2> の共通部分を取得する
<name3> . intersection ( <name1> )	セット <name3> と集合 <name1> の積集合を抽出する
<name1> . intersection ( <name2> )	セット <name1> と集合 <name2> の積集合を抽出する
<name1> . intersection ( <name6> )	<name1> セットと <name6> 集合の共通部分を取得する
<name1> . intersection ( <name2> )	<name1> セットと <name2> 集合の共通部分を取得する
<name5> . intersection ( <name3> )	<name5> セットと <name3> 集合の積集合を抽出する
<name1> . intersection ( <name2> )	<name1> セットと <name2> 集合の積集合を抽出する
<name6> . intersection ( <name1> )	集合 <name6> と集合 <name1> の共通部分を取得する
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の共通部分を取得する
<name2> . intersection ( <name6> )	<name2> 集合と <name6> 集合の積集合を取得する
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の積集合を取得する
<name3> . intersection ( <name1> )	集合 <name3> と集合 <name1> の積集合を得る
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の積集合を得る
<name4> . difference ( <name5> )	<name4> と <name5> の差
<name1> . difference ( <name2> )	<name1> と <name2> の差
<name2> . difference ( <name4> )	<name2> 集合と <name4> 集合の差
<name1> . difference ( <name2> )	<name1> 集合と <name2> 集合の差
<name3> . difference ( <name2> )	集合 <name3> と集合 <name2> の差
<name1> . difference ( <name2> )	集合 <name1> と集合 <name2> の差
<name4> . difference ( <name5> )	集合 <name4> とセット <name5> の差集合
<name1> . difference ( <name2> )	集合 <name1> とセット <name2> の差集合
<name1> . difference ( <name6> )	<name1> 集合と <name6> セットの差
<name1> . difference ( <name2> )	<name1> 集合と <name2> セットの差
<name3> . difference ( <name6> )	<name3> と <name6> の差集合
<name1> . difference ( <name2> )	<name1> と <name2> の差集合
<name2> . difference ( <name4> )	<name2> 集合と <name4> セットの差集合
<name1> . difference ( <name2> )	<name1> 集合と <name2> セットの差集合
<name1> . difference ( <name3> )	集合 <name1> とセット <name3> の差
<name1> . difference ( <name2> )	集合 <name1> とセット <name2> の差
<name2> . difference ( <name6> )	<name2> 集合と <name6> 集合の差集合
<name1> . difference ( <name2> )	<name1> 集合と <name2> 集合の差集合
<name6> . difference ( <name5> )	集合 <name6> と集合 <name5> の差集合
<name1> . difference ( <name2> )	集合 <name1> と集合 <name2> の差集合
<name2> . difference ( <name6> )	<name2> と <name6> の差集合を算出する
<name1> . difference ( <name2> )	<name1> と <name2> の差集合を算出する
<name5> . difference ( <name4> )	<name5> 集合と <name4> セットの差集合を算出する
<name1> . difference ( <name2> )	<name1> 集合と <name2> セットの差集合を算出する
<name5> . difference ( <name1> )	<name5> 集合と <name1> 集合の差を計算する
<name1> . difference ( <name2> )	<name1> 集合と <name2> 集合の差を計算する
<name2> . difference ( <name4> )	<name2> 集合と <name4> 集合の差集合を算出する
<name1> . difference ( <name2> )	<name1> 集合と <name2> 集合の差集合を算出する
<name2> . difference ( <name1> )	<name2> と <name1> の差を算出する
<name1> . difference ( <name2> )	<name1> と <name2> の差を算出する
<name6> . difference ( <name2> )	<name6> 集合と <name2> セットの差を算出する
<name1> . difference ( <name2> )	<name1> 集合と <name2> セットの差を算出する
<name4> . difference ( <name1> )	集合 <name4> と集合 <name1> の差を算出する
<name1> . difference ( <name2> )	集合 <name1> と集合 <name2> の差を算出する
<name3> . difference ( <name6> )	集合 <name3> とセット <name6> の差を求める
<name1> . difference ( <name2> )	集合 <name1> とセット <name2> の差を求める
<name2> . difference ( <name6> )	集合 <name2> と集合 <name6> の差集合を求める
<name1> . difference ( <name2> )	集合 <name1> と集合 <name2> の差集合を求める
<name5> . difference ( <name6> )	集合 <name5> とセット <name6> の差集合を計算する
<name1> . difference ( <name2> )	集合 <name1> とセット <name2> の差集合を計算する
<name2> . difference ( <name4> )	<name2> と <name4> の差集合を得る
<name1> . difference ( <name2> )	<name1> と <name2> の差集合を得る
<name1> . difference ( <name5> )	集合 <name1> と集合 <name5> の差をえる
<name1> . difference ( <name2> )	集合 <name1> と集合 <name2> の差をえる
<name2> . difference ( <name4> )	集合 <name2> とセット <name4> の差を抽出する
<name1> . difference ( <name2> )	集合 <name1> とセット <name2> の差を抽出する
<name1> . difference ( <name5> )	<name1> 集合と <name5> 集合の差を取得する
<name1> . difference ( <name2> )	<name1> 集合と <name2> 集合の差を取得する
<name3> . difference ( <name5> )	<name3> と <name5> の差を取得する
<name1> . difference ( <name2> )	<name1> と <name2> の差を取得する
<name3> . difference ( <name5> )	<name3> 集合と <name5> セットの差集合を得る
<name1> . difference ( <name2> )	<name1> 集合と <name2> セットの差集合を得る
